REF,ChangeKey,Unnamed: 0,Company Name,Location,Country,Space_Code,,Launch Date,Datum,Vehicle Type,Detail,Status Rocket, Rocket,Status Mission
2329,RVSN USSR30105,2329,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,Site,,6/3/1982,"Thu Jun 03, 1982 21:30 UTC",Cosmos-3MRB (65MRB) ,Cosmos-3MRB (65MRB) | Cosmos 1374 (BOR-4 Space Shuttle),StatusRetired,,Success
2330,RVSN USSR30103,2330,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,6/1/1982,"Tue Jun 01, 1982 13:58 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1372,StatusRetired,,Success
2331,RVSN USSR30103,2331,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,6/1/1982,"Tue Jun 01, 1982 04:37 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1371,StatusRetired,,Success
2332,RVSN USSR30099,2332,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,Site,,5/28/1982,"Fri May 28, 1982 22:02 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-1 nâ€ Â­99,StatusRetired,,Success
2333,RVSN USSR30091,2333,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,5/20/1982,"Thu May 20, 1982 13:08 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 1367,StatusRetired,,Success
2334,RVSN USSR30085,2334,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,5/14/1982,"Fri May 14, 1982 19:39 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1365,StatusRetired,,Success
2335,Martin Marietta30082,2335,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",USA,SLC-4E,,5/11/1982,"Tue May 11, 1982 18:45 UTC",Titan IIID ,Titan IIID | KH-9 & SSF-D-4,StatusRetired,,Success
2336,RVSN USSR30077,2336,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,5/6/1982,"Thu May 06, 1982 18:07 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1357 to 1364,StatusRetired,,Success
2337,RVSN USSR30076,2337,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,5/5/1982,"Wed May 05, 1982 08:01 UTC",Vostok-2M ,Vostok-2M | Cosmos 1356,StatusRetired,,Success
2338,RVSN USSR30070,2338,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,4/29/1982,"Thu Apr 29, 1982 09:55 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1355,StatusRetired,,Success
2339,RVSN USSR30069,2339,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,4/28/1982,"Wed Apr 28, 1982 02:52 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1354,StatusRetired,,Success
2340,RVSN USSR30062,2340,RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Russia,Site,,4/21/1982,"Wed Apr 21, 1982 01:40 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1351,StatusRetired,,Success
2341,RVSN USSR30049,2341,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,4/8/1982,"Thu Apr 08, 1982 00:15 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1349,StatusRetired,,Success
2342,RVSN USSR30048,2342,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,4/7/1982,"Wed Apr 07, 1982 13:41 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 1348,StatusRetired,,Success
2343,RVSN USSR30041,2343,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,3/31/1982,"Wed Mar 31, 1982 16:27 UTC",Vostok-2M ,Vostok-2M | Cosmos 1346,StatusRetired,,Success
2344,RVSN USSR30041,2344,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,3/31/1982,"Wed Mar 31, 1982 09:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1345,StatusRetired,,Success
2345,RVSN USSR30035,2345,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,Site,,3/25/1982,"Thu Mar 25, 1982 09:50 UTC",Tsyklon-3 ,Tsyklon-3 | Meteor-2 nâ€ Â­8,StatusRetired,,Success
2346,RVSN USSR30034,2346,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,3/24/1982,"Wed Mar 24, 1982 09:47 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1344,StatusRetired,,Success
2347,RVSN USSR30034,2347,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,3/24/1982,"Wed Mar 24, 1982 00:12 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-3 nâ€ Â­98,StatusRetired,,Success
2348,NASA30032,2348,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,3/22/1982,"Mon Mar 22, 1982 16:00 UTC",Space Shuttle Columbia ,Space Shuttle Columbia | STS-3,StatusRetired,450,Success
2349,Martin Marietta30016,2349,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,SLC-40,,3/6/1982,"Sat Mar 06, 1982 19:25 UTC",Titan III(23)C ,Titan III(23)C | DSP-10,StatusRetired,,Success
2350,General Dynamics30015,2350,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",USA,SLC-36A,,3/5/1982,"Fri Mar 05, 1982 00:23 UTC",Atlas-SLV3D Centaur-D1AR ,Atlas-SLV3D Centaur-D1AR | Intelsat V -504,StatusRetired,,Success
2351,RVSN USSR30014,2351,RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Russia,Site,,3/4/1982,"Thu Mar 04, 1982 16:41 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Ta??foun nâ€ Â­27,StatusRetired,,Failure
2352,RVSN USSR30013,2352,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,3/3/1982,"Wed Mar 03, 1982 05:44 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 1341,StatusRetired,,Success
2353,RVSN USSR30008,2353,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,2/26/1982,"Fri Feb 26, 1982 20:10 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-1 nâ€ Â­97,StatusRetired,,Success
2354,RVSN USSR30001,2354,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,2/19/1982,"Fri Feb 19, 1982 01:42 UTC",Vostok-2M ,Vostok-2M | Cosmos 1340,StatusRetired,,Success
2355,RVSN USSR29999,2355,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,2/17/1982,"Wed Feb 17, 1982 21:56 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1339,StatusRetired,,Success
2356,RVSN USSR29993,2356,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,2/11/1982,"Thu Feb 11, 1982 01:11 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1337,StatusRetired,,Success
2357,RVSN USSR29980,2357,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,1/29/1982,"Fri Jan 29, 1982 11:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1335,StatusRetired,,Success
2358,US Air Force29972,2358,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",USA,SLC-4W,,1/21/1982,"Thu Jan 21, 1982 19:36 UTC",Titan III(24)B ,Titan III(24)B | OPS 2849,StatusRetired,,Success
2359,RVSN USSR29965,2359,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,1/14/1982,"Thu Jan 14, 1982 07:51 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1333,StatusRetired,,Success
2360,RVSN USSR29958,2360,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,1/7/1982,"Thu Jan 07, 1982 15:38 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1331,StatusRetired,,Success
2361,RVSN USSR29943,2361,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,12/23/1981,"Wed Dec 23, 1981 13:15 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-1 nâ€ Â­96,StatusRetired,,Success
2362,ESA29940,2362,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,ELV-1,,12/20/1981,"Sun Dec 20, 1981 01:29 UTC",Ariane 1 ,Ariane 1 | MARCES-1 & CAT-4,StatusRetired,,Success
2363,General Dynamics29939,2363,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",USA,SLC-3E,,12/19/1981,"Sat Dec 19, 1981 01:10 UTC",Atlas-E/F SGS-1 ,Atlas-E/F SGS-1 | GPS-7,StatusRetired,,Failure
2364,RVSN USSR44547,2364,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,12/17/2021,"Thu Dec 17, 1981 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Radio-Sputnik 3 to 8,StatusRetired,,Success
2365,General Dynamics29935,2365,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",USA,SLC-36B,,12/15/1981,"Tue Dec 15, 1981 23:35 UTC",Atlas-SLV3D Centaur-D1AR ,Atlas-SLV3D Centaur-D1AR | Intelsat V -503,StatusRetired,,Success
2366,RVSN USSR29924,2366,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,12/4/1981,"Fri Dec 04, 1981 11:06 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1304,StatusRetired,,Partial Failure
2367,RVSN USSR29923,2367,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,Site,,12/3/1981,"Thu Dec 03, 1981 11:47 UTC",Tsyklon-3 ,Tsyklon-3 | Cosmos 1328,StatusRetired,,Success
2368,RVSN USSR29918,2368,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,11/28/1981,"Sat Nov 28, 1981 18:08 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1320 to 1327,StatusRetired,,Success
2369,RVSN USSR44520,2369,RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Russia,Site,,11/20/2021,"Fri Nov 20, 1981 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Bhaskara-2,StatusRetired,,Success
2370,RVSN USSR29907,2370,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,11/17/1981,"Tue Nov 17, 1981 15:25 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-1 nâ€ Â­95,StatusRetired,,Success
2371,NASA29902,2371,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,11/12/1981,"Thu Nov 12, 1981 15:09 UTC",Space Shuttle Columbia ,Space Shuttle Columbia | STS-2,StatusRetired,450,Success
2372,RVSN USSR29890,2372,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,10/31/1981,"Sat Oct 31, 1981 22:53 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 1317,StatusRetired,,Success
2373,Martin Marietta29890,2373,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,SLC-40,,10/31/1981,"Sat Oct 31, 1981 09:22 UTC",Titan III(23)C ,Titan III(23)C | OPS-4029 (Vortex),StatusRetired,,Success
2374,RVSN USSR29876,2374,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,10/17/1981,"Sat Oct 17, 1981 05:59 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-3 nâ€ Â­94,StatusRetired,,Success
2375,RVSN USSR29872,2375,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,Site,,10/13/1981,"Tue Oct 13, 1981 23:01 UTC",Vostok-2M ,Vostok-2M | Cosmos 1315,StatusRetired,,Success
2376,RVSN USSR29859,2376,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,Site,,9/30/1981,"Wed Sep 30, 1981 08:00 UTC",Tsyklon-3 ,Tsyklon-3 | Cosmos 1312,StatusRetired,,Success
2377,RVSN USSR29857,2377,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,9/28/1981,"Mon Sep 28, 1981 21:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1311,StatusRetired,,Success
2378,RVSN USSR29852,2378,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,9/23/1981,"Wed Sep 23, 1981 08:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1310,StatusRetired,,Success
2379,RVSN USSR44460,2379,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,Site,,9/21/2021,"Mon Sep 21, 1981 UTC",Tsyklon-3 ,Tsyklon-3 | Aureole 3,StatusRetired,,Success
2380,CASC29848,2380,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",China,Site,,9/19/1981,"Sat Sep 19, 1981 21:28 UTC",Feng Bao 1 ,Feng Bao 1 | Shijian 2,StatusRetired,,Success
2381,RVSN USSR29847,2381,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,9/18/1981,"Fri Sep 18, 1981 03:34 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1308,StatusRetired,,Success
2382,RVSN USSR29843,2382,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,9/14/1981,"Mon Sep 14, 1981 20:31 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1306,StatusRetired,,Success
2383,RVSN USSR29840,2383,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,Site,,9/11/1981,"Fri Sep 11, 1981 08:43 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Cosmos 1305,StatusRetired,,Partial Failure
2384,Martin Marietta29832,2384,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",USA,SLC-4E,,9/3/1981,"Thu Sep 03, 1981 18:29 UTC",Titan IIID ,Titan IIID | KH-11,StatusRetired,,Success
2385,RVSN USSR29826,2385,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,8/28/1981,"Fri Aug 28, 1981 16:18 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1302,StatusRetired,,Success
2386,RVSN USSR29822,2386,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,Site,,8/24/1981,"Mon Aug 24, 1981 21:40 UTC",Tsyklon-3 ,Tsyklon-3 | Cosmos 1300,StatusRetired,,Success
2387,RVSN USSR29822,2387,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,8/24/1981,"Mon Aug 24, 1981 16:37 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1299,StatusRetired,,Success
2388,RVSN USSR29810,2388,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,8/12/1981,"Wed Aug 12, 1981 05:46 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1295,StatusRetired,,Success
2389,MHI29808,2389,MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,LA-Y1,,8/10/1981,"Mon Aug 10, 1981 20:03 UTC",N-II Star-37E ,N-II Star-37E | Himawari 2,StatusRetired,,Success
2390,RVSN USSR44415,2390,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,Site,,8/7/2021,"Fri Aug 07, 1981 UTC",Vostok-2M ,Vostok-2M | Intercosmos 22,StatusRetired,,Success
2391,RVSN USSR29804,2391,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,8/6/1981,"Thu Aug 06, 1981 11:49 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1287 to 1294,StatusRetired,,Success
2392,General Dynamics29804,2392,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",USA,SLC-36A,,8/6/1981,"Thu Aug 06, 1981 08:16 UTC",Atlas-SLV3D Centaur-D1AR ,Atlas-SLV3D Centaur-D1AR | FLTSATCOM-5,StatusRetired,,Partial Failure
2393,RVSN USSR29802,2393,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,8/4/1981,"Tue Aug 04, 1981 08:28 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1286,StatusRetired,,Success
2394,RVSN USSR29802,2394,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,8/4/1981,"Tue Aug 04, 1981 00:12 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 1285,StatusRetired,,Success
2395,RVSN USSR29777,2395,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,7/10/1981,"Fri Jul 10, 1981 05:14 UTC",Vostok-2M ,Vostok-2M | Meteor-Priroda nâ€ Â­5 & Iskra 1,StatusRetired,,Success
2396,RVSN USSR29761,2396,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,Site,,6/24/1981,"Wed Jun 24, 1981 17:47 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-1 nâ€ Â­92,StatusRetired,,Success
2397,General Dynamics29760,2397,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,SLC-3W,,6/23/1981,"Tue Jun 23, 1981 10:52 UTC",Atlas-E/F Star-37S-ISS ,Atlas-E/F Star-37S-ISS | NOAA-C,StatusRetired,,Success
2398,RVSN USSR29756,2398,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,Site,,6/19/1981,"Fri Jun 19, 1981 19:37 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 1278,StatusRetired,,Success
2399,ESA29756,2399,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,ELV-1,,6/19/1981,"Fri Jun 19, 1981 12:33 UTC",Ariane 1 ,Ariane 1 | CAT-3 & Others,StatusRetired,,Success
2400,RVSN USSR29746,2400,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,6/9/1981,"Tue Jun 09, 1981 03:33 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-3 nâ€ Â­91,StatusRetired,,Success
2401,RVSN USSR29741,2401,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,6/4/1981,"Thu Jun 04, 1981 15:41 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1275,StatusRetired,,Success
2402,ISRO29737,2402,ISRO,"SLV LP, Satish Dhawan Space Centre, India",India,SLV,,5/31/1981,"Sun May 31, 1981 05:00 UTC",SLV-3 ,SLV-3 | Rohini RS-D1,StatusRetired,,Partial Failure
2403,General Dynamics29729,2403,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",USA,SLC-36B,,5/23/1981,"Sat May 23, 1981 22:42 UTC",Atlas-SLV3D Centaur-D1AR ,Atlas-SLV3D Centaur-D1AR | Intelsat V -501,StatusRetired,,Success
2404,RVSN USSR29725,2404,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,Site,,5/19/1981,"Tue May 19, 1981 03:49 UTC",Vostok-2M ,Vostok-2M | Cosmos 1271,StatusRetired,,Success
2405,RVSN USSR29720,2405,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,Site,,5/14/1981,"Thu May 14, 1981 21:45 UTC",Vostok-2M ,Vostok-2M | Meteor-2 nâ€ Â­8,StatusRetired,,Success
2406,RVSN USSR29713,2406,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,5/7/1981,"Thu May 07, 1981 13:21 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1269,StatusRetired,,Success
2407,Martin Marietta29700,2407,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",USA,SLC-4W,,4/24/1981,"Fri Apr 24, 1981 21:32 UTC",Titan III(34)B Agena-D ,Titan III(34)B Agena-D | Jumpseat 6,StatusRetired,,Success
2408,NASA29688,2408,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,4/12/1981,"Sun Apr 12, 1981 12:00 UTC",Space Shuttle Columbia ,Space Shuttle Columbia | STS-1,StatusRetired,450,Success
2409,RVSN USSR29685,2409,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,4/9/1981,"Thu Apr 09, 1981 12:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1263,StatusRetired,,Success
2410,RVSN USSR29676,2410,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,3/31/1981,"Tue Mar 31, 1981 09:39 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 1261,StatusRetired,,Success
2411,RVSN USSR29669,2411,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,3/24/1981,"Tue Mar 24, 1981 03:31 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-3 nâ€ Â­90,StatusRetired,,Success
2412,RVSN USSR29666,2412,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,3/21/1981,"Sat Mar 21, 1981 03:45 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1266,StatusRetired,,Success
2413,RVSN USSR29665,2413,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,3/20/1981,"Fri Mar 20, 1981 23:45 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1260,StatusRetired,,Success
2414,Martin Marietta29661,2414,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,SLC-40,,3/16/1981,"Mon Mar 16, 1981 13:30 UTC",Titan III(23)C ,Titan III(23)C | DSP-9,StatusRetired,,Success
2415,RVSN USSR29659,2415,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,3/14/1981,"Sat Mar 14, 1981 16:55 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1258,StatusRetired,,Success
2416,RVSN USSR29651,2416,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,3/6/1981,"Fri Mar 06, 1981 11:31 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1250 to 1257,StatusRetired,,Success
2417,RVSN USSR29650,2417,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,3/5/1981,"Thu Mar 05, 1981 18:09 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1249,StatusRetired,,Success
2418,US Air Force29645,2418,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",USA,SLC-4W,,2/28/1981,"Sat Feb 28, 1981 19:15 UTC",Titan III(24)B ,Titan III(24)B | OPS 1166,StatusRetired,,Success
2419,General Dynamics29638,2419,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",USA,SLC-36A,,2/21/1981,"Sat Feb 21, 1981 23:23 UTC",Atlas-SLV3D Centaur-D1AR ,Atlas-SLV3D Centaur-D1AR | Comstar D4,StatusRetired,,Success
2420,ISAS29638,2420,ISAS,"Mu Pad, Uchinoura Space Center, Japan",Japan,Mu,,2/21/1981,"Sat Feb 21, 1981 00:30 UTC",Mu-III S ,Mu-III S | Hinotori,StatusRetired,,Success
2421,RVSN USSR29636,2421,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,2/19/1981,"Thu Feb 19, 1981 10:00 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 1247,StatusRetired,,Success
2422,RVSN USSR29629,2422,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,2/12/1981,"Thu Feb 12, 1981 18:21 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1244,StatusRetired,,Success
2423,MHI29628,2423,MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,LA-Y1,,2/11/1981,"Wed Feb 11, 1981 08:30 UTC",N-II Star-37E ,N-II Star-37E | Kiku 3,StatusRetired,,Success
2424,RVSN USSR44233,2424,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,2/6/2021,"Fri Feb 06, 1981 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Intercosmos 21,StatusRetired,,Success
2425,RVSN USSR29619,2425,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,2/2/1981,"Mon Feb 02, 1981 02:19 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1243,StatusRetired,,Success
2426,RVSN USSR29616,2426,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,Site,,1/30/1981,"Fri Jan 30, 1981 16:27 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-1 nâ€ Â­89,StatusRetired,,Success
2427,RVSN USSR29613,2427,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,Site,,1/27/1981,"Tue Jan 27, 1981 14:58 UTC",Vostok-2M ,Vostok-2M | Cosmos 1242,StatusRetired,,Success
2428,RVSN USSR29609,2428,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,Site,,1/23/1981,"Fri Jan 23, 1981 11:20 UTC",Tsyklon-3 ,Tsyklon-3 | Cosmos 1242,StatusRetired,,Failure
2429,RVSN USSR29607,2429,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,1/21/1981,"Wed Jan 21, 1981 08:29 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1241,StatusRetired,,Success
2430,RVSN USSR29602,2430,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,1/16/1981,"Fri Jan 16, 1981 09:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1238,StatusRetired,,Success
2431,RVSN USSR29595,2431,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,1/9/1981,"Fri Jan 09, 1981 14:57 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-3 nâ€ Â­88,StatusRetired,,Success
